"","action","dataset","accuracy","reward","total_reward","loss","iteration","mu","sigma","ucb_reward","controller","random"
"150","24-64-9-16-12-4-24-2","cifar100","0.01","-0.1","0.7696441418946764","0.7654040455818176","50","-0.11135067045688629","0.7018911838531494","2.797149622536537","gaussian","0"
"151","1-64-3-4-12-8-1-2","cifar100","0.0504","-0.05925358157579433","0.7103905603188821","0.8557254672050476","51","0.11989037692546844","0.7004378437995911","2.804220259795698","gaussian","0"
"152","1-64-1-4-3-32-3-64","cifar100","0.1681","0.07029713473936453","0.7806876950582466","0.7383644580841064","52","-0.15989665687084198","0.7242963910102844","2.811136324898324","gaussian","0"
"153","1-16-12-2-12-8-6-8","cifar100","0.01","-0.1","0.6806876950582467","0.7804136276245117","53","-0.006242481991648674","0.699462890625","2.81790415505997","gaussian","0"
"154","12-4-6-2-6-32-6-64","cifar100","0.2153","0.1","0.7806876950582466","0.7605701088905334","54","-0.07359471917152405","0.70794677734375","2.8245297118509036","gaussian","0"
"155","1-32-9-32-12-8-24-4","cifar100","0.1053","-0.010951867013445346","0.7697358280448013","0.910997211933136","55","0.2552746832370758","0.709280252456665","2.831018610052739","gaussian","0"
"156","1-64-3-4-12-32-24-8","cifar100","0.0823","-0.03176149361075628","0.737974334434045","0.7065528631210327","56","0.000300038605928421","0.7121727466583252","2.837376143811444","gaussian","0"
"157","24-4-3-8-12-8-24-16","cifar100","0.01","-0.09770919488860504","0.64026513954544","0.6490078568458557","57","-0.1100868433713913","0.7041301727294922","2.8436073103839603","gaussian","0"
"158","12-2-1-32-1-8-24-2","cifar100","0.01","-0.07816735591088404","0.5620977836345559","0.910997211933136","58","0.2552746832370758","0.709280252456665","2.849716831738346","gaussian","0"
"159","1-8-9-32-12-32-3-64","cifar100","0.2375","0.1","0.6620977836345558","0.819645345211029","59","-0.19790437817573547","0.7082473039627075","2.8557091742352614","gaussian","0"
"160","24-8-3-2-24-64-3-8","cifar100","0.1506","0.04507289221703423","0.7071706758515901","0.797500491142273","60","0.00042095407843589783","0.7183926701545715","2.8615885665909766","gaussian","0"
"161","24-64-1-16-24-16-3-2","cifar100","0.01","-0.1","0.6071706758515901","1.063265085220337","61","0.0225641168653965","0.7216295599937439","2.867359016298207","gaussian","0"
"162","12-8-3-8-6-8-3-16","cifar100","0.1574","0.0637666510189019","0.670937326870492","0.7943165898323059","62","-0.09278498589992523","0.7104835510253906","2.8730243246603715","gaussian","0"
"163","3-4-24-32-12-4-24-2","cifar100","0.0602","-0.04618667918487849","0.6247506476856135","0.721814751625061","63","-0.249108225107193","0.7122206687927246","2.8785881005769243","gaussian","0"
"164","24-4-3-4-3-32-24-2","cifar100","0.01","-0.0871493433479028","0.5376013043377107","0.7557210922241211","64","-0.13634254038333893","0.7043642401695251","2.884053773201766","gaussian","0"
"165","24-2-3-16-3-8-12-2","cifar100","0.0496","-0.030119474678322246","0.5074818296593885","0.7726680636405945","65","0.07129795849323273","0.7138587236404419","2.889424603583086","gaussian","0"
"166","1-4-3-16-1-32-6-4","cifar100","0.076","0.0023044202573422046","0.5097862499167307","1.0184805393218994","66","0.2565052807331085","0.7145874500274658","2.8947036953810747","gaussian","0"
"167","3-16-3-8-12-8-3-8","cifar100","0.1173","0.04314353620587377","0.5529297861226045","0.7613142728805542","67","-0.10353071987628937","0.7190579771995544","2.899894004749472","gaussian","0"
"168","12-32-1-64-1-32-9-64","cifar100","0.2414","0.1","0.6529297861226044","0.8767871260643005","68","0.05553283542394638","0.7067356705665588","2.9049983494577436","gaussian","0"
"169","12-2-6-2-9-4-12-32","cifar100","0.1303","0.01579186317175922","0.6687216492943636","0.9002931714057922","69","-0.012806976214051247","0.7273853421211243","2.910019417322592","gaussian","0"
"170","1-4-1-8-1-16-24-4","cifar100","0.0668","-0.050866509462592635","0.617855139831771","0.8370571732521057","70","0.029184885323047638","0.7195907831192017","2.9149597740103927","gaussian","0"
"171","9-2-3-16-6-32-24-2","cifar100","0.0524","-0.055093207570074104","0.5627619322616969","0.7282507419586182","71","-0.3109978139400482","0.705349326133728","2.9198218702658267","gaussian","0"
"172","12-2-3-16-1-8-12-16","cifar100","0.1458","0.04932543394394072","0.6120873662056376","0.7927692532539368","72","-0.23452278971672058","0.7135819792747498","2.9246080486164483","gaussian","0"
"173","6-4-3-8-1-16-1-8","cifar100","0.0772","-0.02913965284484743","0.5829477133607902","0.7751484513282776","73","-0.18099819123744965","0.7018185257911682","2.9293205495979406","gaussian","0"
"174","9-2-3-16-6-16-9-8","cifar100","0.1454","0.04488827772412206","0.6278359910849123","0.7225303649902344","74","0.1348271369934082","0.7126280069351196","2.933961517540464","gaussian","0"
"175","1-32-3-2-6-8-3-2","cifar100","0.0305","-0.07898937782070235","0.5488466132642099","0.7745669484138489","75","-0.16212198138237","0.7068094611167908","2.9385330059525656","gaussian","0"
"176","3-2-6-8-12-8-12-64","cifar100","0.1889","0.09520849774343813","0.644055111007648","0.7075614333152771","76","-0.04670713469386101","0.7151106595993042","2.94303698253567","gaussian","0"
"177","3-8-3-16-1-16-1-2","cifar100","0.0536","-0.059133201805249495","0.5849219092023985","0.9051411747932434","77","-0.29075193405151367","0.7130488753318787","2.9474753338590247","gaussian","0"
"178","6-8-3-4-3-8-3-8","cifar100","0.0955","-0.005406561444199598","0.5795153477581989","0.9044101238250732","78","0.08834385871887207","0.7091277837753296","2.951849869722236","gaussian","0"
"179","6-32-1-16-12-32-24-2","cifar100","0.0624","-0.03742524915535968","0.5420900986028392","0.9297219514846802","79","-0.3498128056526184","0.7301726937294006","2.956162327230026","gaussian","0"
"180","3-2-9-2-1-16-3-2","cifar100","0.0527","-0.039640199324287737","0.5024498992785514","0.7605183720588684","80","-0.054946672171354294","0.7020527124404907","2.9604143746015965","gaussian","0"
"181","12-8-3-64-12-8-12-2","cifar100","0.0478","-0.03661215945943019","0.46583773981912124","0.6951037645339966","81","0.033721450716257095","0.7015036344528198","2.9646076147350224","gaussian","0"
"182","1-2-3-64-3-2-3-16","cifar100","0.0426","-0.03448972756754415","0.4313480122515771","0.9584503173828125","82","0.17546074092388153","0.7125005125999451","2.9687435885452462","gaussian","0"
"183","1-8-1-16-1-8-6-32","cifar100","0.1449","0.07470821794596469","0.5060562301975418","0.7891741991043091","83","0.017580047249794006","0.7063239812850952","2.9728237780926734","gaussian","0"
"184","6-16-3-4-24-16-24-32","cifar100","0.2055","0.1","0.6060562301975417","0.6951037645339966","84","0.033721450716257095","0.7015036344528198","2.9768496095178585","gaussian","0"
"185","24-4-6-16-6-32-6-4","cifar100","0.01","-0.0992067405145826","0.5068494896829592","0.8328791260719299","85","-0.056167323142290115","0.7198739051818848","2.980822455796493","gaussian","0"
"186","12-32-3-32-1-8-3-8","cifar100","0.12","0.030634607588333918","0.5374840972712931","0.8691530823707581","86","0.09836843609809875","0.7198185324668884","2.984743639327675","gaussian","0"
"187","24-2-9-4-1-16-12-64","cifar100","0.1874","0.09190768607066716","0.6293917833419602","0.826808512210846","87","0.03376004844903946","0.7023608088493347","2.988614434367399","gaussian","0"
"188","12-2-12-16-9-4-24-8","cifar100","0.1349","0.0210261488565337","0.650417932198494","0.7551868557929993","88","-0.0662018209695816","0.7055731415748596","2.9924360693181757","gaussian","0"
"189","9-16-6-64-1-64-24-8","cifar100","0.01","-0.1","0.550417932198494","0.9728159308433533","89","0.1573200821876526","0.7100772261619568","2.996209728884859","gaussian","0"
"190","3-4-6-32-6-4-6-8","cifar100","0.01","-0.08646326473181844","0.4639546674666756","0.9752506613731384","90","0.16024719178676605","0.7088420987129211","2.9999365561059004","gaussian","0"
"191","1-16-1-32-6-8-12-2","cifar100","0.058","-0.021170611785454756","0.4427840556812208","0.8503570556640625","91","0.0044593773782253265","0.7006863355636597","3.003617654268549","gaussian","0"
"192","3-2-24-4-1-32-6-64","cifar100","0.1502","0.07526351057163619","0.518047566252857","0.7148827910423279","92","0.04853096604347229","0.7103983759880066","3.0072540887158308","gaussian","0"
"193","1-4-9-16-12-32-24-8","cifar100","0.1479","0.05791080845730896","0.575958374710166","0.7581578493118286","93","0.08345232903957367","0.7132508158683777","3.0108468885525403","gaussian","0"
"194","3-64-3-64-1-8-1-8","cifar100","0.1066","0.005028646765847175","0.5809870214760131","0.8709163069725037","94","0.17108964920043945","0.7080455422401428","3.014397048256916","gaussian","0"
"195","6-2-3-16-1-16-12-64","cifar100","0.1991","0.09652291741267774","0.6775099388886908","0.7157908082008362","95","-0.15146178007125854","0.718150794506073","3.0179055292041665","gaussian","0"
"196","3-2-3-16-6-8-3-16","cifar100","0.1313","0.009418333930142186","0.6869282728188331","0.8503570556640625","96","0.0044593773782253265","0.7006863355636597","3.0213732611075503","gaussian","0"
"197","6-8-3-32-12-8-3-2","cifar100","0.0596","-0.06416533285588624","0.6227629399629468","0.7871035933494568","97","-0.21780045330524445","0.7127496004104614","3.024801143382283","gaussian","0"
"198","24-64-24-4-12-32-24-64","cifar100","0.01","-0.1","0.5227629399629469","0.7357265949249268","98","0.15487004816532135","0.7123560905456543","3.028190046437169","gaussian","0"
"199","12-4-6-16-12-8-9-16","cifar100","0.1904","0.09965418697223281","0.6224171269351797","0.7148827910423279","99","0.04853096604347229","0.7103983759880066","3.0315408128984807","gaussian","0"
"200","9-64-24-16-3-32-12-16","cifar10","0.5854","0.1","0.1","0.07027947157621384","0","","","0","classic","1"
"201","24-8-24-16-6-32-12-8","cifar10","0.4656","-0.1","0","2.559225082397461","1","","","0","classic","1"
"202","24-4-9-64-3-64-3-64","cifar10","0.5344","-0.027040000000000064","-0.027040000000000064","14.481158256530762","2","","","1.1774100225154747","classic","1"
"203","9-16-12-4-1-32-24-16","cifar10","0.4932","-0.06283200000000005","-0.08987200000000012","0.07231874018907547","3","","","1.4823038073675112","classic","0"
"204","9-2-24-64-24-4-12-32","cifar10","0.4932","-0.05026560000000008","-0.1401376000000002","7.806055068969727","4","","","1.6651092223153954","classic","1"
"205","1-16-3-64-6-64-12-4","cifar10","0.1","-0.1","-0.2401376000000002","10.701143264770508","5","","","1.7941225779941015","classic","1"
"206","1-64-12-32-24-8-6-64","cifar10","0.5627","0.1","-0.1401376000000002","4.185473918914795","6","","","1.8930184728248454","classic","1"
"207","1-64-6-32-9-64-1-8","cifar10","0.4881","0.01817601279999992","-0.12196158720000028","3.0829999446868896","7","","","1.9727697022487511","classic","1"
"208","6-64-3-64-24-4-1-32","cifar10","0.5042","0.030640810239999927","-0.09132077696000035","0.6300452947616577","8","","","2.039333980337618","classic","1"
"209","24-8-24-8-9-64-1-8","cifar10","0.4764","-0.0032873518080000497","-0.0946081287680004","0.7769075632095337","9","","","2.09629414793641","classic","1"
"210","24-32-3-16-1-2-1-64","cifar10","0.1","-0.1","-0.1946081287680004","1.2371872663497925","10","","","2.145966026289347","classic","1"
"211","24-16-1-2-12-4-24-8","cifar10","0.4257","0.02247609484287999","-0.17213203392512041","0.3603321611881256","11","","","2.189929347170073","classic","0"
"212","12-64-9-4-6-8-9-32","cifar10","0.5261","0.1","-0.07213203392512041","1.6862317323684692","12","","","2.2293078072747154","classic","1"
"213","6-64-3-16-6-2-3-8","cifar10","0.1","-0.1","-0.17213203392512041","4.941086292266846","13","","","2.2649279712439143","classic","1"
"214","3-16-6-32-24-64-3-64","cifar10","0.6942","0.1","-0.07213203392512041","14.287250518798828","14","","","2.2974147773596556","classic","1"
"215","12-4-9-16-3-2-9-64","cifar10","0.4754","0.04446700844764362","-0.02766502547747679","1.7163238525390625","15","","","2.3272516843273356","classic","1"
"216","1-16-24-4-1-2-1-64","cifar10","0.1","-0.1","-0.1276650254774768","2.4579498767852783","16","","","2.3548200450309493","classic","1"
"217","1-8-12-32-1-8-3-8","cifar10","0.4143","0.04243888540649188","-0.08522614007098492","8.82319450378418","17","","","2.380425736735434","classic","1"
"218","9-4-24-8-12-32-9-8","cifar10","0.4949","0.1","0.014773859929015087","4.391006946563721","18","","","2.4043176819614187","classic","1"
"219","24-32-6-16-24-16-3-16","cifar10","0.5264","0.1","0.11477385992901509","0.2842445969581604","19","","","2.426701044284788","classic","1"
"220","9-2-3-16-9-4-24-32","cifar10","0.5006","0.07271270932812385","0.18748656925713894","1.175796627998352","20","","","2.4477468306808166","classic","1"
"221","1-64-24-4-3-64-1-64","cifar10","0.4662","0.023770167462499048","0.211256736719638","0.2406187802553177","21","","","2.467599010262171","classic","1"
"222","1-4-24-64-1-32-1-2","cifar10","0.3407","-0.1","0.11125673671963798","0.35488349199295044","22","","","2.48637987980852","classic","1"
"223","24-8-1-4-12-4-9-8","cifar10","0.4234","-0.002487092824000614","0.10876964389563737","1.7540684938430786","23","","","2.504194168162345","classic","0"
"224","6-2-1-2-1-4-24-2","cifar10","0.2454","-0.1","0.008769643895637363","2.216667413711548","24","","","2.5211322180115605","classic","0"
"225","9-64-12-32-1-32-24-8","cifar10","0.5295","0.1","0.10876964389563737","19.471250534057617","25","","","2.537272482359039","classic","1"
"226","24-64-9-8-3-8-24-8","cifar10","0.4948","0.07738660847411172","0.1861562523697491","4.1538004875183105","26","","","2.552683504871484","classic","0"
"227","1-32-9-8-24-32-12-8","cifar10","0.5532","0.1","0.28615625236974906","4.561092853546143","27","","","2.567425506613319","classic","1"
"228","12-8-3-16-24-32-1-2","cifar10","0.1","-0.1","0.18615625236974906","1.8194634914398193","28","","","2.5815516691227405","classic","1"
"229","24-16-1-4-12-4-9-8","cifar10","0.4287","0.04313794353874517","0.22929419590849423","4.049057960510254","29","","","2.5951091807422957","classic","0"
"230","6-64-24-64-24-8-24-32","cifar10","0.6543","0.1","0.32929419590849424","9.882854461669922","30","","","2.608140096567727","classic","1"
"231","12-64-24-8-9-4-3-2","cifar10","0.3806","-0.06561171613520311","0.2636824797732911","5.960841655731201","31","","","2.620682050339242","classic","0"
"232","24-2-1-4-12-4-9-8","cifar10","0.1","-0.1","0.16368247977329112","5.264523029327393","32","","","2.6327688477341593","classic","0"
"233","9-32-12-2-1-16-6-2","cifar10","0.3327","-0.033771498326530036","0.12991098144676108","6.104709148406982","33","","","2.6444309639188845","classic","1"
"234","12-16-3-4-12-4-24-8","cifar10","0.4804","0.1","0.2299109814467611","9.20655632019043","34","","","2.6556959632518784","classic","0"
"235","3-16-9-8-24-2-12-32","cifar10","0.5498","0.1","0.3299109814467611","1.0236822366714478","35","","","2.666588855256623","classic","1"
"236","24-8-24-32-12-64-24-32","cifar10","0.1","-0.1","0.22991098144676111","7.898072242736816","36","","","2.677132398091701","classic","1"
"237","12-4-3-4-24-4-6-64","cifar10","0.4905","0.1","0.3299109814467611","3.4499850273132324","37","","","2.687347358509586","classic","0"
"238","9-64-3-2-24-4-24-8","cifar10","0.427","0.045992475428362656","0.3759034568751238","1.1696022748947144","38","","","2.697252735553858","classic","0"
"239","24-16-9-4-12-64-9-16","cifar10","0.5258","0.1","0.4759034568751238","10.273625373840332","39","","","2.7068659538771573","classic","1"
"240","6-64-24-2-6-8-6-2","cifar10","0.3723","-0.04502481572584788","0.43087864114927593","2.1044998168945312","40","","","2.716203031481239","classic","0"
"241","9-64-24-2-24-8-6-2","cifar10","0.1","-0.1","0.3308786411492759","0.3258829414844513","41","","","2.725278725820281","classic","0"
"242","9-64-3-2-9-8-6-2","cifar10","0.1","-0.1","0.2308786411492759","10.233242988586426","42","","","2.734106661519762","classic","0"
"243","24-8-1-4-12-4-24-8","cifar10","0.4096","0.1","0.3308786411492759","0.13684700429439545","43","","","2.7426994424083593","classic","0"
"244","6-8-9-16-3-64-3-8","cifar10","0.5197","0.1","0.4308786411492759","4.215292453765869","44","","","2.751068750110859","classic","1"
"245","6-64-6-16-24-32-12-32","cifar10","0.6846","0.1","0.5308786411492759","0.5263509154319763","45","","","2.7592254310839914","classic","1"
"246","3-4-3-32-1-4-6-32","cifar10","0.4621","0.03736895070636331","0.5682475918556391","4.793283462524414","46","","","2.767179573677536","classic","1"
"247","12-8-3-2-9-16-3-64","cifar10","0.4697","0.03749516056509061","0.6057427524207297","1.7719746828079224","47","","","2.7749405765565713","classic","0"
"248","3-64-6-16-3-4-1-4","cifar10","0.3477","-0.0920038715479275","0.5137388808728023","1.1622593402862549","48","","","2.782517209617181","classic","1"
"249","6-8-9-2-1-16-9-32","cifar10","0.4708","0.04949690276165797","0.5632357836344603","1.310014009475708","49","","","2.7899176683589166","classic","1"
"250","9-64-24-2-9-8-6-2","cifar10","0.353","-0.07820247779067363","0.4850333058437866","3.681328058242798","50","","","2.797149622536537","classic","0"
"251","1-64-3-32-9-32-1-32","cifar10","0.5294","0.1","0.5850333058437867","5.4267191886901855","51","","","2.804220259795698","classic","1"
"252","24-8-1-4-12-4-9-8","cifar10","0.4068","-0.031529585786031156","0.5535037200577555","1.2805616855621338","52","","","1.9877735581754346","classic","0"
"253","3-16-24-2-12-4-24-2","cifar10","0.3639","-0.06812366862882491","0.4853800514289306","5.5619587898254395","53","","","2.81790415505997","classic","1"
"254","12-16-24-32-1-8-6-16","cifar10","0.5528","0.1","0.5853800514289306","1.356256365776062","54","","","2.8245297118509036","classic","1"
"255","12-8-3-2-9-16-3-64","cifar10","0.4854","0.04012085207755206","0.6255009035064827","1.8807860612869263","55","","","2.001832456833606","classic","0"
"256","24-8-3-32-24-32-6-32","cifar10","0.5676","0.1","0.7255009035064827","6.967569351196289","56","","","2.837376143811444","classic","1"
"257","1-8-3-2-9-64-6-8","cifar10","0.4259","-0.05026265467036667","0.6752382488361159","2.1347239017486572","57","","","2.8436073103839603","classic","0"
"258","12-8-3-2-9-32-1-64","cifar10","0.4392","-0.026910123736293368","0.6483281250998225","6.696567535400391","58","","","2.849716831738346","classic","0"
"259","24-8-1-4-12-4-1-8","cifar10","0.3504","-0.1","0.5483281250998225","9.79983901977539","59","","","2.8557091742352614","classic","0"
"260","6-16-3-4-9-4-3-2","cifar10","0.3092","-0.1","0.44832812509982256","10.037895202636719","60","","","2.8615885665909766","classic","0"
"261","6-16-3-2-9-4-3-8","cifar10","0.3771","-0.035669983352982215","0.41265814174684035","1.429755449295044","61","","","2.867359016298207","classic","0"
"262","9-16-3-2-9-4-1-8","cifar10","0.3343","-0.07133598668238578","0.34132215506445457","0.15195485949516296","62","","","2.8730243246603715","classic","0"
"263","6-8-3-2-9-4-24-4","cifar10","0.387","-0.004368789345908619","0.33695336571854595","9.962613105773926","63","","","2.8785881005769243","classic","0"
"264","9-64-1-2-12-4-6-64","cifar10","0.4597","0.06920496852327312","0.4061583342418191","0.24851705133914948","64","","","2.884053773201766","classic","1"
"265","12-8-3-2-9-64-3-8","cifar10","0.4227","0.01836397481861851","0.4245223090604376","3.8878931999206543","65","","","2.889424603583086","classic","0"
"266","9-64-24-2-3-32-1-64","cifar10","0.4662","0.05819117985489475","0.48271348891533233","5.05007266998291","66","","","2.8947036953810747","classic","0"
"267","12-4-9-8-24-4-1-16","cifar10","0.3829","-0.0367470561160842","0.44596643279924814","2.59946870803833","67","","","2.899894004749472","classic","1"
"268","1-64-3-32-9-8-6-2","cifar10","0.1","-0.1","0.3459664327992481","1.3360177278518677","68","","","2.9049983494577436","classic","0"
"269","12-8-3-2-9-64-3-8","cifar10","0.4361","0.08626188408570606","0.43222831688495417","1.3327863216400146","69","","","2.057694463373331","classic","0"
"270","12-64-24-2-24-8-6-2","cifar10","0.1","-0.1","0.33222831688495413","2.767479181289673","70","","","2.9149597740103927","classic","0"
"271","24-2-3-16-12-4-3-16","cifar10","0.1","-0.1","0.23222831688495413","9.69750690460205","71","","","2.9198218702658267","classic","1"
"272","6-16-1-4-12-4-9-8","cifar10","0.4488","0.1","0.33222831688495413","1.7494350671768188","72","","","2.9246080486164483","classic","0"
"273","1-32-9-4-1-4-24-4","cifar10","0.3942","0.08768966772150516","0.4199179846064593","1.0339241027832031","73","","","2.9293205495979406","classic","0"
"274","1-64-3-2-9-8-3-2","cifar10","0.2936","-0.030448265822795806","0.3894697187836635","3.6497983932495117","74","","","2.933961517540464","classic","0"
"275","24-16-24-2-12-4-1-8","cifar10","0.1","-0.1","0.28946971878366345","1.3983417749404907","75","","","2.9385330059525656","classic","0"
"276","6-8-1-4-12-16-9-8","cifar10","0.4742","0.1","0.38946971878366343","0.6065341234207153","76","","","2.94303698253567","classic","0"
"277","12-8-1-4-1-4-24-4","cifar10","0.3717","0.0573664878987285","0.44683620668239193","18.402400970458984","77","","","2.9474753338590247","classic","0"
"278","1-64-3-64-9-32-3-2","cifar10","0.386","0.06019319031898285","0.5070293970013748","7.504831790924072","78","","","2.951849869722236","classic","0"
"279","1-64-12-4-3-2-12-4","cifar10","0.3715","0.033654552255186265","0.5406839492565612","38.920711517333984","79","","","2.956162327230026","classic","1"
"280","9-16-9-2-1-64-24-32","cifar10","0.5173","0.1","0.6406839492565611","1.326928973197937","80","","","2.9604143746015965","classic","0"
"281","1-64-3-2-9-16-3-2","cifar10","0.2919","-0.08722108655668076","0.5534628626998803","0.31331416964530945","81","","","2.9646076147350224","classic","0"
"282","6-64-24-2-12-8-6-2","cifar10","0.1","-0.1","0.45346286269988034","0.09458638727664948","82","","","2.9687435885452462","classic","0"
"283","6-32-3-4-12-4-24-2","cifar10","0.3261","0.0167585046037243","0.47022136730360464","1.4091390371322632","83","","","2.9728237780926734","classic","0"
"284","6-32-1-4-12-4-9-8","cifar10","0.4656","0.1","0.5702213673036046","0.7395572662353516","84","","","2.9768496095178585","classic","0"
"285","1-32-9-4-1-64-24-4","cifar10","0.3319","-0.011374557053616507","0.5588468102499882","3.107011079788208","85","","","2.980822455796493","classic","0"
"286","1-64-3-32-9-32-3-2","cifar10","0.3535","0.01250035435710678","0.5713471646070949","10.626479148864746","86","","","2.984743639327675","classic","0"
"287","6-64-24-2-3-8-6-2","cifar10","0.3705","0.02700028348568545","0.5983474480927804","1.4979995489120483","87","","","2.988614434367399","classic","0"
"288","6-32-3-8-1-16-3-2","cifar10","0.3101","-0.03879977321145167","0.5595476748813287","7.633971214294434","88","","","2.9924360693181757","classic","0"
"289","6-64-24-2-3-8-6-2","cifar10","0.3748","0.03366018143083871","0.5932078563121674","2.1917641162872314","89","","","2.1186402171515906","classic","0"
"290","6-16-3-8-9-4-3-64","cifar10","0.4672","0.1","0.6932078563121674","9.033204078674316","90","","","2.9999365561059004","classic","0"
"291","6-64-24-2-12-4-9-8","cifar10","0.5555","0.1","0.7932078563121674","2.789811849594116","91","","","3.003617654268549","classic","0"
"292","1-16-9-4-1-64-3-8","cifar10","0.4031","-0.00538998710741051","0.7878178692047568","4.128900051116943","92","","","3.0072540887158308","classic","0"
"293","1-4-3-32-9-4-3-2","cifar10","0.295","-0.1","0.6878178692047568","1.2710121870040894","93","","","3.0108468885525403","classic","0"
"294","12-64-24-8-6-8-6-2","cifar10","0.3595","-0.025429591748742764","0.6623882774560141","3.763688325881958","94","","","3.014397048256916","classic","0"
"295","12-16-1-4-12-4-1-8","cifar10","0.3821","0.0022563266010058314","0.66464460405702","8.977219581604004","95","","","3.0179055292041665","classic","0"
"296","6-8-1-4-12-16-9-8","cifar10","0.4898","0.1","0.76464460405702","0.8386134505271912","96","","","2.1364335214248618","classic","0"
"297","6-8-1-4-1-4-24-8","cifar10","0.4172","0.01500404902464375","0.7796486530816638","7.203298568725586","97","","","3.024801143382283","classic","0"
"298","9-8-3-64-9-32-3-2","cifar10","0.3934","-0.011796760780284965","0.7678518923013788","2.1396591663360596","98","","","3.028190046437169","classic","0"
"299","24-64-1-32-24-8-1-2","cifar10","0.1","-0.1","0.6678518923013789","1.3182859420776367","99","","","3.0315408128984807","classic","0"
"300","1-32-3-8-12-8-3-2","cifar100","0.0568","0.0568","0.7246518923013788","6.95450496673584","0","","","0","classic","0"
"301","6-16-1-4-12-4-9-8","cifar100","0.1193","0.0625","0.7871518923013788","3.490504741668701","1","","","0","classic","0"
"302","1-32-9-4-1-64-24-4","cifar100","0.0784","0.009099999999999997","0.7962518923013788","3.114191770553589","2","","","0.8325546111576977","classic","0"
"303","1-64-3-64-24-8-3-2","cifar100","0.01","-0.06112","0.7351318923013789","5.41455602645874","3","","","1.4823038073675112","classic","0"
"304","1-16-1-4-1-4-3-64","cifar100","0.1216","0.062704","0.7978358923013789","2.3552510738372803","4","","","1.6651092223153954","classic","0"
"305","24-2-9-16-9-2-24-16","cifar100","0.1248","0.0533632","0.8511990923013788","18.386648178100586","5","","","1.7941225779941015","classic","0"
"306","9-64-24-2-3-8-6-2","cifar100","0.0528","-0.029309439999999992","0.8218896523013788","2.0633606910705566","6","","","1.8930184728248454","classic","0"
"307","6-16-1-8-12-4-3-64","cifar100","0.1483","0.07205244799999999","0.8939421003013788","4.510669708251953","7","","","1.9727697022487511","classic","0"
"308","6-8-1-4-12-16-9-8","cifar100","0.1162","0.02554195840000001","0.9194840587013788","7.932544231414795","8","","","1.1774100225154747","classic","0"
"309","6-8-1-4-1-4-24-4","cifar100","0.0747","-0.02106643327999999","0.8984176254213788","1.7017271518707275","9","","","2.09629414793641","classic","0"
"310","12-16-9-16-9-2-9-16","cifar100","0.01","-0.081553146624","0.8168644787973788","3.1234216690063477","10","","","2.145966026289347","classic","0"
"311","1-64-24-2-6-8-6-2","cifar100","0.0539","-0.02134251729919999","0.7955219614981788","1.869842290878296","11","","","2.189929347170073","classic","0"
"312","12-64-1-4-12-4-9-2","cifar100","0.0549","-0.016074013839360003","0.7794479476588188","2.0050740242004395","12","","","2.2293078072747154","classic","0"
"313","1-16-9-4-1-64-24-4","cifar100","0.0598","-0.007959211071487997","0.7714887365873307","6.937273979187012","13","","","2.2649279712439143","classic","0"
"314","1-4-3-64-9-8-3-2","cifar100","0.0521","-0.014067368857190392","0.7574213677301403","7.928796768188477","14","","","2.2974147773596556","classic","0"
"315","6-64-24-2-12-4-1-2","cifar100","0.0538","-0.009553895085752315","0.747867472644388","0.1716093122959137","15","","","2.3272516843273356","classic","0"
"316","6-8-1-4-1-16-24-64","cifar100","0.1976","0.1","0.847867472644388","2.769482374191284","16","","","2.3548200450309493","classic","0"
"317","24-64-9-2-24-8-6-2","cifar100","0.0564","-0.03227449285488148","0.8155929797895065","9.532920837402344","17","","","2.380425736735434","classic","0"
"318","1-64-3-8-24-8-6-2","cifar100","0.0571","-0.025119594283905186","0.7904733855056013","0.490103542804718","18","","","2.4043176819614187","classic","0"
"319","24-16-1-4-1-64-1-8","cifar100","0.0642","-0.012995675427124154","0.7774777100784771","1.635038137435913","19","","","2.426701044284788","classic","0"
"320","12-2-9-16-6-2-3-8","cifar100","0.1024","0.027803459658300694","0.8052811697367778","6.749156951904297","20","","","2.4477468306808166","classic","0"
"321","9-64-24-2-24-8-6-2","cifar100","0.01","-0.07015723227335945","0.7351239374634183","0.9340489506721497","21","","","1.7448559934055943","classic","0"
"322","6-16-1-4-12-4-9-64","cifar100","0.1813","0.1","0.8351239374634183","2.8249764442443848","22","","","2.48637987980852","classic","0"
"323","1-32-9-4-1-64-24-4","cifar100","0.0683","-0.02086062865495003","0.8142633088084683","1.5782414674758911","23","","","1.445797177091621","classic","0"
"324","6-64-24-4-24-64-6-16","cifar100","0.01","-0.07498850292396002","0.7392748058845083","5.030869483947754","24","","","2.5211322180115605","classic","0"
"325","24-32-1-4-12-4-1-64","cifar100","0.01","-0.059990802339168016","0.6792840035453404","6.938559055328369","25","","","2.537272482359039","classic","0"
"326","6-8-1-4-12-16-9-64","cifar100","0.2095","0.1","0.7792840035453403","3.5834391117095947","26","","","2.552683504871484","classic","0"
"327","6-32-1-4-1-4-24-4","cifar100","0.0903","0.002005886502932472","0.7812898900482728","3.9756128787994385","27","","","2.567425506613319","classic","0"
"328","6-32-1-4-12-4-1-8","cifar100","0.0914","0.002704709202345973","0.7839945992506188","7.474630832672119","28","","","2.5815516691227405","classic","0"
