0.5027,0.1,1,32,3,16,3,32,3,32
0.5153,0.012599999999999945,3,64,3,16,3,16,3,64
0.4497,-0.055520000000000014,3,16,3,32,3,16,1,16
0.4989,0.0047840000000000105,1,16,1,64,3,64,3,32
0.3838,-0.1,1,64,1,32,3,32,1,16
0.3943,-0.07851824000000002,3,16,3,32,1,16,1,16
